No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
574,KOTA SAMARINDA,2023-07-24,17:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL PARIKESIT II, RT -, RW -, TITIK KOORDINAT -0.5824188604347922, 117.18119126156232",-0.582427912,117.181198,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
575,KOTA SAMARINDA,2023-08-01,03:00:00,0,0,1,3," Rp5,000,000 ",Ringan,"JL R. E. MARTADINATA, RT -, RW -, TITIK KOORDINAT -0.5010634020270598, 117.13437989236478",-0.501066077,117.1294397,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Z (Tikungan tajam),Cerah,Gelap / Sulit Terlihat
576,KOTA SAMARINDA,2023-08-02,07:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL DAMANHURI, RT -, RW -, TITIK KOORDINAT -0.4780663926426124, 117.1787271365343",-0.478066057,117.1787281,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
577,KOTA SAMARINDA,2023-08-01,09:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL KEMAKMURAN, RT -, RW -, TITIK KOORDINAT -0.4922720671468874, 117.16222772812941",-0.492270391,117.1622261,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Jembatan,Cerah,Terang / Jelas
578,KOTA SAMARINDA,2023-08-03,09:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL SIMPANG JEMBATAN MAHKOTA II, RT -, RW -, TITIK KOORDINAT -0.5352325319810453, 117.15581536038532",-0.535232532,117.1558174,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Cerah,Terang / Jelas
579,KOTA SAMARINDA,2023-08-04,13:00:00,0,0,1,3," Rp5,000,000 ",Ringan,"JL JAKARTA, RT -, RW -, TITIK KOORDINAT -0.5323047261639973, 117.09127627690779",-0.532250079,117.0912226,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
580,KOTA SAMARINDA,2023-08-05,11:00:00,0,0,2,6," Rp15,000,000 ",Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.4387157498623355, 117.21856916696723",-0.43871642,117.2185708,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
581,KOTA SAMARINDA,2023-08-05,09:30:00,0,0,1,3, Rp- ,Ringan,"JL KAHOI, RT -, RW -, TITIK KOORDINAT -0.5049744806950586, 117.11169613957752",-0.504953359,117.1117032,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
582,KOTA SAMARINDA,2023-08-07,08:30:00,0,1,1,6," Rp300,000 ",Sedang,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.3946948774574045, 117.25139862412479",-0.394707282,117.2514067,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
583,KOTA SAMARINDA,2023-08-07,11:30:00,1,0,0,12," Rp1,000,000 ",Berat,"JL SULTAN SULAIMAN, RT -, RW -, TITIK KOORDINAT -0.5066438655235207, 117.17328987549784",-0.506641183,117.1732922,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
584,KOTA SAMARINDA,2023-08-08,06:25:00,0,1,0,3," Rp500,000 ",Sedang,"JL A. WAHAB SYAHRANIE/-/-, RT -, RW -, TITIK KOORDINAT -0.45164908439875756, 117.14176720308288",-0.451649084,117.1417672,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
585,KOTA SAMARINDA,2023-08-08,07:00:00,1,0,0,12," Rp5,000,000 ",Berat,"JL HASAN BASRI, RT -, RW -, TITIK KOORDINAT -0.4802775522530644, 117.15297527707139",-0.480289287,117.1529813,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Cerah,Terang / Jelas
586,KOTA SAMARINDA,2023-08-10,07:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL GG. MENANTI, RT -, RW -, TITIK KOORDINAT -0.4843530312813856, 117.1731908301778",-0.484340627,117.1731841,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
587,KOTA SAMARINDA,2023-08-10,08:40:00,0,0,1,3," Rp5,000,000 ",Ringan,"JL RINGROAD, RT -, RW -, TITIK KOORDINAT -0.4465031845329195, 117.14084128775472",-0.44651693,117.1408487,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
588,KOTA SAMARINDA,2023-08-10,17:00:00,0,0,1,3," Rp5,000,000 ",Ringan,"JL CIPTO MANGUNKUSUMO, RT -, RW -, TITIK KOORDINAT -0.520486175429352, 117.12178498790335",-0.520710466,117.1217283,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
589,KOTA SAMARINDA,2023-08-07,05:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL PM. NOOR, RT -, RW -, TITIK KOORDINAT -0.4522002099828224, 117.16288549950822",-0.452208256,117.1628902,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Gelap / Sulit Terlihat
590,KOTA SAMARINDA,2023-08-11,07:30:00,0,0,1,3, Rp- ,Ringan,"JL BELIMAU, RT 23, RW -, TITIK KOORDINAT -0.4320876357506498, 117.1795101228906",-0.433816693,117.1792263,Jalan Desa,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
591,KOTA SAMARINDA,2023-08-11,04:00:00,0,0,1,3," Rp3,000,000 ",Ringan,"JL JUANDA, RT -, RW -, TITIK KOORDINAT -0.48319632795376083, 117.1302506916835",-0.483182509,117.1303132,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
592,KOTA SAMARINDA,2023-08-11,07:15:00,0,0,1,3, Rp- ,Ringan,"JL IRIGASI, RT -, RW -, TITIK KOORDINAT -0.5867693423704898, 117.16468643874026",-0.5767568,117.1662313,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
593,KOTA SAMARINDA,2023-08-11,07:40:00,0,0,2,6, Rp- ,Ringan,"JL KADRIE OENING, RT -, RW -, TITIK KOORDINAT -0.4719095437759481, 117.12920214830119",-0.471921613,117.1292021,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
594,KOTA SAMARINDA,2023-08-07,03:00:00,0,0,1,3," Rp3,000,000 ",Ringan,"JL SLAMET RIYADI, RT -, RW -, TITIK KOORDINAT -0.500377459860228, 117.12687843451722",-0.50037746,117.1268768,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
595,KOTA SAMARINDA,2023-08-07,05:45:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL AMPERA, RT -, RW -, TITIK KOORDINAT -0.5705872047321604, 117.175848588383",-0.570583852,117.1758486,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
596,KOTA SAMARINDA,2023-08-07,06:30:00,0,0,1,3, Rp- ,Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.44414844023559874, 117.2085250893318",-0.44414844,117.2085251,Jalan Propinsi,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
597,KOTA SAMARINDA,2023-08-07,07:10:00,0,0,0,0, Rp- ,,"JL ULIN, RT -, RW -, TITIK KOORDINAT -0.5077869069637085, 117.11701979484869",-0.507785566,117.1170181,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
598,KOTA SAMARINDA,2023-08-07,10:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL SULTAN SULAIMAN, RT -, RW -, TITIK KOORDINAT -0.5246138317399486, 117.21004050727355",-0.524612155,117.2100435,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
599,KOTA SAMARINDA,2023-08-09,11:00:00,0,0,0,0, Rp- ,,"JL BERAMBAI, RT -, RW -, TITIK KOORDINAT -0.3509440068829071, 117.16990009952744",-0.350963453,117.16989,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
600,KOTA SAMARINDA,2023-08-09,06:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL KEMAKMURAN, RT -, RW -, TITIK KOORDINAT -0.4813084403855065, 117.16280879635895",-0.481305758,117.1628088,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
601,KOTA SAMARINDA,2023-08-09,10:00:00,0,0,0,0, Rp- ,,"JL KAHOI, RT -, RW -, TITIK KOORDINAT -0.5040532399995573, 117.11059377229239",-0.50405324,117.1105938,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
602,KOTA SAMARINDA,2023-08-14,05:15:00,0,0,1,3," Rp4,000,000 ",Ringan,"JL SIMPANG JEMBATAN ACHMAD AMINS, RT -, RW -, TITIK KOORDINAT -0.5377317406575901, 117.15282596928868",-0.537752527,117.1528085,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Jembatan,Cerah,Terang / Jelas
603,KOTA SAMARINDA,2023-08-13,19:00:00,1,0,0,12," Rp1,000,000 ",Berat,"JL SOEKARNO HATTA, RT -, RW -, TITIK KOORDINAT -0.5853085828068355, 117.0973419816932",-0.585309924,117.0973678,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
604,KOTA SAMARINDA,2023-08-13,21:30:00,1,0,0,12," Rp3,000,000 ",Berat,"JL P. SURYANATA, RT -, RW -, TITIK KOORDINAT -0.44164048560037844, 117.10022789757512",-0.441643168,117.1002279,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
605,KOTA SAMARINDA,2023-08-11,16:00:00,0,1,1,6," Rp5,000,000 ",Sedang,"JL D.I PANJAITAN, RT -, RW -, TITIK KOORDINAT -0.458164, 117.189350",-0.458163329,117.189349,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
606,KOTA SAMARINDA,2023-08-14,15:00:00,0,0,1,3," Rp3,000,000 ",Ringan,"JL M. YAMIN, RT -, RW -, TITIK KOORDINAT -0.47240457531603114, 117.14646307652883",-0.472394517,117.1464591,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),X atau + (Simpang Empat),Cerah,Terang / Jelas
607,KOTA SAMARINDA,2023-08-13,01:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL GAJAH MADA, RT -, RW -, TITIK KOORDINAT -0.501633, 117.139151",-0.501633,117.139151,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
608,KOTA SAMARINDA,2023-08-12,17:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL PENANGKARAN BUAYA, RT -, RW -, TITIK KOORDINAT -0.530525, 117.230917",-0.530543439,117.2309375,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
609,KOTA SAMARINDA,2023-08-12,16:50:00,0,0,1,3," Rp500,000 ",Ringan,"JL  JEMBATAN LAYANG SIMPANG AIR HITAM, RT -, RW -, TITIK KOORDINAT -0.472899, 117.138324",-0.472900006,117.138328,Jalan Kota / Kabupaten,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Jembatan,Cerah,Terang / Jelas
610,KOTA SAMARINDA,2023-08-13,15:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL P.M NOOR, RT -, RW -, TITIK KOORDINAT -0.459874, 117.172982",-0.459876682,117.172978,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
611,KOTA SAMARINDA,2023-08-14,16:30:00,0,0,1,3, Rp- ,Ringan,"JL P. SURYANATA, RT -, RW -, TITIK KOORDINAT -0.463458, 117.116538",-0.463463364,117.116538,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
612,KOTA SAMARINDA,2023-08-15,07:15:00,0,1,0,3," Rp3,000,000 ",Sedang,"JL BUKIT ALAYA, RT -, RW -, TITIK KOORDINAT -0.469977, 117.170984",-0.469977,117.170984,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
613,KOTA SAMARINDA,2023-08-15,02:15:00,0,0,2,6," Rp500,000 ",Ringan,"JL P. ANTASARI, RT -, RW -, TITIK KOORDINAT -0.498052, 117.126778",-0.498049653,117.1267807,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
614,KOTA SAMARINDA,2023-08-16,13:20:00,0,0,2,6," Rp500,000 ",Ringan,"JL BEDENG, RT -, RW -, TITIK KOORDINAT -0.43209936859862, 117.18190265562967",-0.432100374,117.181903,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
615,KOTA SAMARINDA,2023-08-18,06:55:00,0,0,1,3," Rp500,000 ",Ringan,"JL RINGROAD, RT 11, RW -, TITIK KOORDINAT -",-0.467909813,117.1220214,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
616,KOTA SAMARINDA,2023-08-18,08:20:00,0,0,1,3, Rp- ,Ringan,"JL SMP N 8, RT -, RW -, TITIK KOORDINAT -0.5228129956367334, 117.14683287461705",-0.522815007,117.1468362,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
617,KOTA SAMARINDA,2023-08-18,09:00:00,0,0,1,3, Rp- ,Ringan,"JL BELIMAU, RT -, RW -, TITIK KOORDINAT -0.42533671873801104, 117.18233401858974",-0.425338395,117.1823474,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
618,KOTA SAMARINDA,2023-08-18,07:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL SLAMET RIYADI, RT -, RW -, TITIK KOORDINAT -0.500894, 117.126062",-0.500894,117.126062,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
619,KOTA SAMARINDA,2023-08-16,11:00:00,0,0,1,3," Rp2,000,000 ",Ringan,"JL KRAYAN 1, RT -, RW -, TITIK KOORDINAT -0.466405, 117.155760",-0.467379142,117.1559568,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
620,KOTA SAMARINDA,2023-08-09,18:00:00,1,0,0,12," Rp3,000,000 ",Berat,"JL CIPTO MANGUNKUSUMO, RT -, RW -, TITIK KOORDINAT -0.575246, 117.086350",-0.5753589,117.0863204,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
621,KOTA SAMARINDA,2023-08-21,18:15:00,1,0,0,12," Rp5,000,000 ",Berat,"JL POROS SAMARINDA – SANGA-SANGA, RT -, RW -, TITIK KOORDINAT -0.651392, 117.226346",-0.651392,117.226346,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
622,KOTA SAMARINDA,2023-08-23,07:15:00,0,0,1,3, Rp- ,Ringan,"JL PELITA 6, RT -, RW -, TITIK KOORDINAT -0.506263, 117.203972",-0.506262329,117.2039703,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
623,KOTA SAMARINDA,2023-08-22,08:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL PERJUANGAN, RT -, RW -, TITIK KOORDINAT -0.464079, 117.156241",-0.464078329,117.1562397,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
624,KOTA SAMARINDA,2023-08-23,16:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL KH ABDURRASYID (EX:BASUKI RAHMAT), RT -, RW -, TITIK KOORDINAT -0.496175, 117.152106",-0.496173994,117.1521087,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
625,KOTA SAMARINDA,2023-08-20,12:00:00,1,0,0,12," Rp3,000,000 ",Berat,"JL POROS SAMARINDA BONTANG, RT -, RW -, TITIK KOORDINAT -0.40260708818553853, 117.23879593459644",-0.402612117,117.238803,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
626,KOTA SAMARINDA,2023-08-23,16:00:00,1,0,0,12," Rp1,000,000 ",Berat,"JL ABDURRASYID (EX BASUKI RAHMAT II), RT -, RW -, TITIK KOORDINAT -0.496827, 117.145574",-0.496819959,117.145571,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
627,KOTA SAMARINDA,2023-08-26,12:30:00,1,0,0,12, Rp- ,Berat,"JL SEJATI, RT -, RW -, TITIK KOORDINAT -0.5208429074196441, 117.1651378958857",-0.520842237,117.1651416,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
628,KOTA SAMARINDA,2023-08-28,10:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.42232434099130334, 117.22825661257265",-0.422311723,117.228274,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
629,KOTA SAMARINDA,2023-08-29,10:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL JENDRAL SUDIRMAN, RT -, RW -, TITIK KOORDINAT -0.5011753071085046, 117.14352962526418",-0.501161561,117.1433959,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Cerah,Terang / Jelas
630,KOTA SAMARINDA,2023-08-29,11:00:00,1,0,0,12," Rp2,000,000 ",Berat,"JL RINGROAD 1, RT -, RW -, TITIK KOORDINAT -0.495389, 117.083632",-0.495391682,117.0836417,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
631,KOTA SAMARINDA,2023-09-01,19:00:00,1,0,0,12," Rp1,000,000 ",Berat,"JL PENDEKAT JEMBATAN MAHULU, RT -, RW -, TITIK KOORDINAT -0.558229, 117.088336",-0.558229093,117.0882474,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
632,KOTA SAMARINDA,2023-09-03,13:00:00,0,1,0,3," Rp20,000,000 ",Sedang,"JL POROS SAMARINDA-ANGGANA (MAKROMAN), RT -, RW -, TITIK KOORDINAT -0.527384, 117.220684",-0.527386682,117.2206719,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
633,KOTA SAMARINDA,2023-08-23,16:30:00,0,0,1,3, Rp- ,Ringan,"JL PADAT KARYA, RT -, RW -, TITIK KOORDINAT -0.421725, 117.160223",-0.421724665,117.160228,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Berawan/ Mendung,Terang / Jelas
634,KOTA SAMARINDA,2023-09-03,11:00:00,0,0,1,3, Rp- ,Ringan,"JL HARUN NAFSI, RT -, RW -, TITIK KOORDINAT -0.537234, 117.130712",-0.421727012,117.160225,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
635,KOTA SAMARINDA,2023-09-03,03:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL R.E. MARTADINATA, RT -, RW -, TITIK KOORDINAT -0.5010838602151619, 117.12902720405603",-0.501088219,117.1290316,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
636,KOTA SAMARINDA,2023-08-28,18:00:00,0,0,0,0," Rp150,000,000 ",,"JL HASYIM ASHARI, RT -, RW -, TITIK KOORDINAT -0.5436974327128915, 117.08336342070447",-0.543697433,117.0833705,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
637,KOTA SAMARINDA,2023-08-26,09:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL RAJAWALI, RT -, RW -, TITIK KOORDINAT -0.481749, 117.159392",-0.481749,117.159392,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
