No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Tipe Kecelakaan,Penyebab,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
58,KOTA BALIKPAPAN,2021-10-31,00:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl 21 Januari simpang Jalan Telaga mas, Baru Tengah, Kec. Balikpapan Barat, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.2346355,116.8161383,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
59,KOTA BALIKPAPAN,2021-10-28,19:00:00,1,0,0,12," Rp200,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl Letjen Zaini Azhar Maulani dekat Kedai Salina, Damai Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.2620669,116.8747593,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
60,KOTA BALIKPAPAN,2021-11-07,13:00:00,0,0,1,3," Rp1,000,000 ",Ringan,Tabrakan depan - belakang,Manusia,"Jl Grandcity dekat Pos Security Kel.Batu Ampar Kec.Balikpapan Utara, Kota Balikpapan",-1.218218301,116.8784928,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
61,KOTA BALIKPAPAN,2021-11-08,15:00:00,0,0,2,6," Rp300,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kanan ke kiri",Manusia,"Jalan Markoni Dalam depan gang Mubarok kel Klandasan ilir Kec Balikpapan Kota, Kota Balikpapan",-1.269894158,116.8479138,Jalan Desa,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
62,KOTA BALIKPAPAN,2021-11-14,06:30:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jalan Soekarno Hatta KM.20 dekat Gg Borneo Kel.Karang Joang, Kec Balikpapan Utara",-1.107543202,116.8787482,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
63,KOTA BALIKPAPAN,2021-11-16,17:30:00,1,1,0,15," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,Jl Mulawarman dekat Ponpes Hidayatulloh Kel.Teritip kec.Balikpapan Timur,-1.133860443,116.9971827,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
64,KOTA BALIKPAPAN,2021-12-01,18:30:00,1,0,0,12," Rp1,000,000 ",Berat,"Di ruas, kendaraan lurus dengan pejalan kaki dari kiri di Zebra Cross",Manusia,"Jl. Marsma Iswahyudi dekat Disporapar, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.270015732,116.8756078,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
65,KOTA BALIKPAPAN,2021-12-15,06:20:00,1,0,2,18," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jalan ARS. Muhammad dekat simpang  Jl. Ery Suparjan Kel. Kladasan Ulu Kec. Balikpapan Kota, Kota Balikpapan.",-1.2723382,116.8326854,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
66,KOTA BALIKPAPAN,2021-12-15,19:50:00,1,0,0,12," Rp500,000 ",Berat,"Di ruas, kendaraan lurus dengan pejalan kaki dari kiri di Zebra Cross",Manusia,"Jl Jenderal Sudirman Zebra Cross depan Bank BRI, Klandasan Ilir, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.2771428,116.8302193,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),6/2 B (6 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
67,KOTA BALIKPAPAN,2021-12-31,08:30:00,1,1,1,18," Rp10,000,000 ",Berat,Tabrakan depan - belakang,Kendaraan,"Jl MT Haryono dekat kantor JnT, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.2391528,116.8736451,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
68,KOTA BALIKPAPAN,2021-12-05,04:30:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"Jl Mulawarman simpang jl Rawa mangun Indah Kel.Lamaru, Balikpapan Timur",-1.202695083,116.9807174,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Redup / Samar (Tidak jelas terlihat),Cerah
69,KOTA BALIKPAPAN,2021-12-23,22:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,Jl Mulawarman dekat SPBU Batakan Kel.Manggar Kec.Balikpapan Timur,-1.246390636,116.9382516,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
70,KOTA BALIKPAPAN,2022-01-05,10:00:00,0,1,1,6," Rp500,000 ",Sedang,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl Soekarno Hatta KM.4 depan toko Andalas Kel.Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76125, Indonesia",-1.216656001,116.8514658,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
71,KOTA BALIKPAPAN,2022-01-09,18:30:00,0,1,0,3, Rp- ,Sedang,Tabrakan depan - belakang,Manusia,"Jl Mulawarman depan PT Komatsu Reman, Kel.Manggar, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.236956305,116.951268,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
72,KOTA BALIKPAPAN,2022-01-10,12:00:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"Jl. Klamono gatu dekat Masjid Klamono Gatu, Margo Mulyo, Kec. Balikpapan Barat, Kota Balikpapan, Kalimantan Timur 76123, Indonesia",-1.233148639,116.8308338,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
73,KOTA BALIKPAPAN,2022-01-13,19:00:00,1,0,1,15," Rp500,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl Mulawarman dekat PT Liebher Kel.Manggar, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.240883598,116.9459328,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
74,KOTA BALIKPAPAN,2022-01-11,20:40:00,1,0,2,18," Rp2,000,000 ",Berat,Tabrakan depan - depan,Kendaraan,"Jl Sultan Hasanuddin depan toko Rama Nadia Kel.Karang Joang Kec. Balikpapan Utara Kota Balikpapan, Kalimantan Timur 76127, Indonesia",-1.176242166,116.8438525,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
75,KOTA BALIKPAPAN,2022-02-01,16:30:00,0,1,0,3," Rp1,000,000 ",Sedang,Tabrakan dengan kendaraan menyebrang dari sisi kanan jalan,Manusia,Jl S.Hatta dekat warung bakso pak min Km.23 Kel Karang Joang Kec.Balikpapan Utara,-1.09630183,116.9013483,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
76,KOTA BALIKPAPAN,2022-01-22,13:00:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Mulawarman dekat Gg Selili, Manggar Baru, Kec. Balikpapan Tim., Kota Balikpapan, Kalimantan Timur 76117, Indonesia",-1.221850839,116.9661667,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
77,KOTA BALIKPAPAN,2022-01-24,14:30:00,1,0,0,12,,Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl S.Hatta KM 4.5 dekat SPBU, Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76136, Indonesia",-1.216692936,116.8527636,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
78,KOTA BALIKPAPAN,2022-01-21,06:15:00,5,3,31,162," Rp70,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jl Soekarno Hatta turunan Ramayana, Kel.Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76124, Indonesia",-1.242091017,116.835363,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Berawan/ Mendung
79,KOTA BALIKPAPAN,2022-01-18,17:00:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jl. Jendral Sudirman No. 484, Balikpapan Timur, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.274282328,116.8726417,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
80,KOTA BALIKPAPAN,2022-02-24,13:00:00,1,0,1,15," Rp1,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"Jl. Soekarno Hatta KM 4.5 No.5 Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76125, Indonesia",-1.216643081,116.8519166,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Hujan/ Grimis
81,KOTA BALIKPAPAN,2022-03-05,07:30:00,0,0,1,3," Rp1,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"Jl. Mulawarman depan Perum Puskoppad Rt.30 No.4, Teritip, Kec.Balikpapan Timur, Kota Balikpapan, Kalimantan Timur 75271, Indonesia",-1.166274832,117.0033753,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
82,KOTA BALIKPAPAN,2022-03-25,04:25:00,1,0,0,12," Rp1,000,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,JL MARSMA R.ISWAHYUDI TIKUNGAN DEKAT LANUD DHOMBER BALIKPAPAN,-1.259687836,116.9153732,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
83,KOTA BALIKPAPAN,2022-03-27,01:40:00,1,0,0,12," Rp5,000,000 ",Berat,"Di simpang, tabrakan dengan Kendaraan B yang datang dari arah kanan",Manusia,"Jl Jenderal Sudirman simpang Gedung Parkiir Gelora Kel.Klandasan Ulu, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.27711668,116.8334259,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),6/2 B (6 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
84,KOTA BALIKPAPAN,2022-03-23,08:30:00,0,0,3,9, Rp- ,Ringan,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,Jl Mulawarman simpang Gg Halmahera Kel.Manggar Kec.Balikpapan Timur,-1.251553615,116.9312417,Jalan Propinsi,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
85,KOTA BALIKPAPAN,2022-03-25,05:00:00,0,0,1,3," Rp1,000,000 ",Ringan,Tabrakan depan - belakang,Manusia,"Jl. Mulawarman Simpang Tol Manggar, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur 76117, Indonesia",-1.229493587,116.9591962,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
86,KOTA BALIKPAPAN,2022-04-01,16:30:00,1,0,0,12,,Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl. P. Antasari No.20, RT.14, Sumber Rejo, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76124, Indonesia",-1.251289,116.839998,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
87,KOTA BALIKPAPAN,2022-01-21,06:15:00,1,0,0,12," Rp125,000,000 ",Berat,Tabrakan depan - belakang,Kendaraan,"Jl S.Hatta turunan muara rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76124",-1.242118314,116.8352941,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Berawan/ Mendung
88,KOTA BALIKPAPAN,2022-04-14,16:00:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrak kendaraan belok kanan dengan kendaraan yang jalan lurus,Manusia,"Jalan Mulawarman depan BNI, Manggar Baru, Balikpapan Timur, Balikpapan City, East Kalimantan 76117, Indonesia",-1.218048105,116.9696565,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
89,KOTA BALIKPAPAN,2022-04-17,14:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jl Mulawarman depan RM Restu Bundo dekat SPBU Teritip, Balikpapan timur",-1.172289212,117.0017395,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
90,KOTA BALIKPAPAN,2022-04-06,13:00:00,2,0,0,24," Rp500,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,"Jl Jembatan pandan barat, Marga Sari, Balikpapan Barat, Balikpapan City, East Kalimantan 76123, Indonesia",-1.238456655,116.8217328,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
91,KOTA BALIKPAPAN,2022-04-21,23:30:00,0,1,0,3," Rp2,000,000 ",Sedang,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"Jl Soekarno Hatta KM.08 depan Poltekba, Kel.Batu Ampar, Balikpapan Utara",-1.201659659,116.8844646,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
92,KOTA BALIKPAPAN,2022-04-25,11:30:00,1,1,1,18," Rp25,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl Letkol Pol. H.M. Asnawi Arbain, depan Bedali IV Gn. Bahagia, Kecamatan Balikpapan Selatan",-1.250130288,116.8835173,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Hujan/ Grimis
93,KOTA BALIKPAPAN,2022-04-23,16:45:00,1,0,0,12," Rp500,000 ",Berat,Tabrakan samping,Manusia,"Jl Syarifuddin Yoes depan PT KIM dekat SPBU lama Gn Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur",-1.246027251,116.8901457,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
94,KOTA BALIKPAPAN,2022-04-24,10:30:00,0,0,2,6," Rp1,000,000 ",Ringan,Tabrakan depan - belakang,Manusia,"Jl. Soekarno Hatta KM.14 RT. 22, dekat Jl Girirejo Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76127, Indonesia",-1.157667905,116.879743,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
95,KOTA BALIKPAPAN,2022-05-01,23:00:00,1,0,0,12," Rp500,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"Jl Mulawarman depan UPTD ujii Kir Kel.Sepinggan, Kecamatan Balikpapan Selatan",-1.252768239,116.9295477,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
96,KOTA BALIKPAPAN,2022-04-29,16:45:00,1,0,0,12," Rp500,000 ",Berat,Tabrakan saat menyalip dari kiri,Manusia,"Jl Mulawarman depan PT PAMA Manggar Kec. Balikpapan Timur, Kota Balikpapan",-1.223852927,116.9643042,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
97,KOTA BALIKPAPAN,2022-04-30,00:15:00,0,0,1,3," Rp3,000,000 ",Ringan,Tabrakan depan - belakang,Manusia,"Jl. Soekarno Hatta KM.11 dekat TPU Muslim Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76127, Indonesia",-1.176706836,116.8800735,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
98,KOTA BALIKPAPAN,2022-05-09,18:48:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"Jl. Mulawarman RT. 07 No.47, Manggar Baru, Kec. Balikpapan Tim., Kota Balikpapan, Kalimantan Timur 76117, Indonesia",-1.217605693,116.970063,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
99,KOTA BALIKPAPAN,2022-05-13,21:15:00,0,2,0,6," Rp2,000,000 ",Sedang,Tabrakan saat menyalip,Manusia,"Jl Panorama dekat Masjid Al Munawwar, Mekar Sari, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122",-1.244676359,116.8340307,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
100,KOTA BALIKPAPAN,2022-05-22,11:30:00,0,1,0,3," Rp1,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"Jl. Proklamasi No.RT 35, Manggar, Kec. Balikpapan Tim., Kota Balikpapan, Kalimantan Timur 76116, Indonesia",-1.215229928,116.9522541,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
101,KOTA BALIKPAPAN,2022-05-23,11:00:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan saat menyalip dari kiri,Manusia,"Jl Yos Sudarso simpang Polker, Prapatan, Balikpapan Kota",-1.263597521,116.8171522,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
102,KOTA BALIKPAPAN,2022-05-25,14:00:00,1,0,1,15," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl MT Haryono depan Telkom, Damai, Kecamatan Balikpapan Kota, Kota Balikpapan",-1.257040208,116.868123,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
103,KOTA BALIKPAPAN,2022-05-25,22:00:00,1,0,2,18," Rp1,000,000 ",Berat,Tabrakan saat menyalip,Manusia,JL MULAWARMAN DEKAT PT.MULTINDO KEC.BALIKPAPAN TIMUR,-1.176101362,117.0008522,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
104,KOTA BALIKPAPAN,2022-05-28,23:30:00,0,0,1,3," Rp2,000,000 ",Ringan,Tabrakan kendaraan belok kiri dengan kendaraan dari arah kanan,Manusia,"Jl Syarifuddin Yoes simpang Perum Sepinggan Pratama, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur",-1.228549798,116.8838781,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Redup / Samar (Tidak jelas terlihat),Cerah
105,KOTA BALIKPAPAN,2022-06-16,08:10:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"Jl S.Hatta KM.6 depan variasi benk benk Kel.Batu Ampar, Balikpapan City, East Kalimantan, Indonesia",-1.209322669,116.8962453,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
106,KOTA BALIKPAPAN,2022-06-19,00:30:00,2,0,0,24," Rp5,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"JL S.HATTA KM.24 TIKUNGAN DEKAT MASJID AL AMAN, KARANG JOANG, BALIKPAPAN",-1.094194808,116.9038689,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
107,KOTA BALIKPAPAN,2022-07-06,03:00:00,1,0,1,15," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl Marsma R.Iswahyudi depan Kantor otoritas bandara, Kota Balikpapan, Kalimantan Timur 76115, Indonesia",-1.258674998,116.9023335,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
108,KOTA BALIKPAPAN,2022-07-09,14:55:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl Mulawarman dekat pemancar DVOR,, Manggar, Balikpapan Timur, Balikpapan City, East Kalimantan, Indonesia",-1.245154538,116.9400436,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Berawan/ Mendung
109,KOTA BALIKPAPAN,2022-07-11,11:45:00,2,1,0,27," Rp5,000,000 ",Berat,Tabrakan dengan kendaraan menyebrang dari sisi kanan jalan,Manusia,"Jl Pulau Balang simpang Jalan Solok Baru, Kel.Kariangau, Balikpapan Barat, Balikpapan City, East Kalimantan 76127, Indonesia",-1.157883247,116.8397123,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
110,KOTA BALIKPAPAN,2022-07-16,23:00:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan kendaraan belok kanan dengan kendaraan dari arah kanan,Manusia,"jalan soekarno hatta Km.8 rt37, Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76127, Indonesia",-1.202432164,116.8842374,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
